Name of Issuer,CUSIP,Value,Shares
LIBERTY MEDIA CORP DELAWARE,531229607,8164,210529
M & T BK CORP,55261F104,84483,546000
M & T BK CORP,55261F104,25499,164795
M & T BK CORP,55261F104,722782,4671245
MASTERCARD INC,57636Q104,555012,4934756
MONDELEZ INTL INC,609207105,24900,578000
MOSANTO CO NEW,61166W101,371862,3285000
MOSANTO CO NEW,61166W101,538468,4756784
MOODYS CORP,615369105,1341559,11973928
MOODYS CORP,615369105,1422443,12695850
PHILLIPS 66,718546104,483400,6102000
PHILLIPS 66,718546104,61950,782000
PHILLIPS 66,718546104,412974,5213000
PHILLIPS 66,718546104,92133,1163000
PHILLIPS 66,718546104,5241504,66163892
PHILLIPS 66,718546104,100293,1266000
PROCTER & GAMBLE CO,742718109,28339,315400
RESTAURANT BRANDS INTL INC,76131D103,470347,8438225
SANOFI,80105N105,19068,421400
SANOFI,80105N105,23066,509742
SANOFI,80105N105,7661,169300
SANOFI,80105N105,126946,2805433
SIRIUS XM HLDGS INC,82968B103,658981,127957412
SIRIUS XM HLDGS INC,82968B103,228495,44367941
SOUTHWEST AIRLS CO,844741108,469,8722
SOUTHWEST AIRLS CO,844741108,2561703,47650734
TORCHMARK CORP,891027104,13443,174489
TORCHMARK CORP,891027104,77956,1011888
TORCHMARK CORP,891027104,110886,1439325
TORCHMARK CORP,891027104,287207,3728025
US BANCORP DEL,902973304,30399,590275
US BANCORP DEL,902973304,158105,3070000
US BANCORP DEL,902973304,1227312,23831300
US BANCORP DEL,902973304,60513,1175000
US BANCORP DEL,902973304,652984,12679300
US BANCORP DEL,902973304,216547,4204800
US BANCORP DEL,902973304,1945026,37767492
US BANCORP DEL,902973304,89868,1745000
U S G CORP,903293405,446316,14035088
U S G CORP,903293405,793948,24966928
UNITED CONTL HLDGS INC,910047109,164674,2331169
UNITED CONTL HLDGS INC,910047109,400446,5668831
UNITED CONTL HLDGS INC,910047109,1480004,20951353
UNITED PARCEL SERVICE INC,911312106,6374,59400
VERISIGN INC,92343E102,439667,5047264
VERISIGN INC,92343E102,688646,7905481
VERIZON COMMUNICATIONS INC,92343V104,45,928
VERISK ANALYTICS INC,92345Y106,126857,1563434
VISA INC,92826C839,28732,323300
VISA INC,92826C839,909954,10239160
WABCO HLDGS INC,92927K102,148637,1265861
WABCO HLDGS INC,92927K102,192885,1642693
WAL MART STORES INC,931142103,68188,946000
WAL MART STORES INC,931142103,32257,447513
WELLS FARGO & CO NEW,949746101,405509,7285470
WELLS FARGO & CO NEW,949746101,915607,16450000
WELLS FARGO & CO NEW,949746101,295193,5303500
WELLS FARGO & CO NEW,949746101,379204,6812857
WELLS FARGO & CO NEW,949746101,4177162,75047819
WELLS FARGO & CO NEW,949746101,45641,820000
WELLS FARGO & CO NEW,949746101,94622,1700000
WELLS FARGO & CO NEW,949746101,2017964,36255200
WELLS FARGO & CO NEW,949746101,585209,10514000
WELLS FARGO & CO NEW,949746101,3104511,55776330
WELLS FARGO & CO NEW,949746101,14263753,256265774
WELLS FARGO & CO NEW,949746101,155180,2788000
WELLS FARGO & CO NEW,949746101,89597,1609720
WELLS FARGO & CO NEW,949746101,171188,3075600
AXALTA COATING SYS LTD,G0750C108,107033,3324000
AXALTA COATING SYS LTD,G0750C108,644000,20000000
LIBERTY GLOBAL PLC,G5480U104,300555,8379000
LIBERTY GLOBAL PLC,G5480U104,423334,11801897
LIBERTY GLOBAL PLC,G5480U120,257438,7346968
LIBERTY GLOBAL PLC,G5480U138,24234,1089669
LIBERTY GLOBAL PLC,G5480U138,36144,1625185
LIBERTY GLOBAL PLC,G5480U153,29584,1284020
