Name of Issuer,CUSIP,Value,Shares
AMERICAN AIRLS GROUP INC,02376R102,961987,22742000
AMERICAN AIRLS GROUP INC,02376R102,1048069,24777054
AMERICAN AIRLS GROUP INC,02376R102,74440,1759800
AMERICAN EXPRESS CO,025816109,154434,1952142
AMERICAN EXPRESS CO,025816109,1362701,17225400
AMERICAN EXPRESS CO,025816109,66439,839832
AMERICAN EXPRESS CO,025816109,162737,2057100
AMERICAN EXPRESS CO,025816109,632455,7994634
AMERICAN EXPRESS CO,025816109,9504424,120141879
AMERICAN EXPRESS CO,025816109,110731,1399713
APPLE INC,037833100,101999,710000
APPLE INC,037833100,137914,960000
APPLE INC,037833100,2004201,13951000
APPLE INC,037833100,97832,681000
APPLE INC,037833100,2210316,15385747
APPLE INC,037833100,436439,3038000
APPLE INC,037833100,1717886,11958000
APPLE INC,037833100,11643838,81051359
APPLE INC,037833100,97401,678000
APPLE INC,037833100,135615,944000
BANK OF NEW YORK MELLON CORP,064058100,354756,7511249
BANK OF NEW YORK MELLON CORP,064058100,84727,1793915
BANK OF NEW YORK MELLON CORP,064058100,11477,243000
BANK OF NEW YORK MELLON CORP,064058100,290955,6160384
BANK OF NEW YORK MELLON CORP,064058100,246924,5228111
BANK OF NEW YORK MELLON CORP,064058100,570321,12075400
CHARTER COMMUNICATIONS INC N,16119P108,868850,2654437
CHARTER COMMUNICATIONS INC N,16119P108,2222193,6789054
COCA COLA CO,191216100,33952,800000
COCA COLA CO,191216100,3407219,80283200
COCA COLA CO,191216100,77411,1824000
COCA COLA CO,191216100,611611,14411200
COCA COLA CO,191216100,636193,14990400
COCA COLA CO,191216100,12018125,283179200
COCA COLA CO,191216100,150747,3552000
COCA COLA CO,191216100,40742,960000
COSTCO WHSL CORP NEW,22160K105,726662,4333363
DAVITA HEALTHCARE PARTNERS I,23918K108,1362940,20052088
DAVITA HEALTHCARE PARTNERS I,23918K108,1258361,18513482
DELTA AIR LINES INC DEL,247361702,4195,91277
DELTA AIR LINES INC DEL,247361702,363485,7908723
DELTA AIR LINES INC DEL,247361702,2161315,47025995
GENERAL ELECTRIC CO,369604103,17549,588900
GENERAL ELECTRIC CO,369604103,15959,535532
GENERAL ELECTRIC CO,369604103,148949,4998302
GENERAL ELECTRIC CO,369604103,1064,35702
GENERAL ELECTRIC CO,369604103,126607,4248556
GENERAL ELECTRIC CO,369604103,5320,178510
GENERAL MTRS CO,37045V100,547120,15472853
GENERAL MTRS CO,37045V100,880012,24887209
GENERAL MTRS CO,37045V100,297107,8402338
GENERAL MTRS CO,37045V100,43762,1237600
GOLDMAN SACHS GROUP INC,38141G104,1005247,4375968
GOLDMAN SACHS GROUP INC,38141G104,1512373,6583551
GRAHAM HLDGS CO,384637104,28877,48165
GRAHAM HLDGS CO,384637104,35619,59410
INTERNATIONAL BUSINESS MACHS,459200101,11242819,64561955
JOHNSON & JOHNSON,478160104,40740,327100
KRAFT HEINZ CO,500754106,29570898,325634818
LIBERTY MEDIA CORP DELAWARE,531229409,83834,2154000
LIBERTY MEDIA CORP DELAWARE,531229409,273988,7039780
LIBERTY MEDIA CORP DELAWARE,531229409,36328,933391
LIBERTY MEDIA CORP DELAWARE,531229409,4695,120629
LIBERTY MEDIA CORP DELAWARE,531229607,155904,4020206
LIBERTY MEDIA CORP DELAWARE,531229607,681276,17567720
LIBERTY MEDIA CORP DELAWARE,531229607,19726,508654
