Name of Issuer,CUSIP,Value,Shares
AMERICAN AIRLS GROUP INC,02376R102,1077754,20742000
AMERICAN AIRLS GROUP INC,02376R102,1220966,23498200
AMERICAN AIRLS GROUP INC,02376R102,91439,1759800
AMERICAN EXPRESS CO,025816109,182096,1952142
AMERICAN EXPRESS CO,025816109,1606785,17225400
AMERICAN EXPRESS CO,025816109,78340,839832
AMERICAN EXPRESS CO,025816109,191886,2057100
AMERICAN EXPRESS CO,025816109,745739,7994634
AMERICAN EXPRESS CO,025816109,11206834,120141879
AMERICAN EXPRESS CO,025816109,130565,1399713
APPLE INC,037833100,595242,3547753
APPLE INC,037833100,161069,960000
APPLE INC,037833100,1017586,6065000
APPLE INC,037833100,2962491,17657000
APPLE INC,037833100,114258,681000
APPLE INC,037833100,2581421,15385747
APPLE INC,037833100,509716,3038000
APPLE INC,037833100,2288519,13640000
APPLE INC,037833100,29692217,176971133
APPLE INC,037833100,113755,678000
APPLE INC,037833100,158384,944000
BANK AMER CORP,060505104,184738,6160000
BANK AMER CORP,060505104,356881,11900000
BANK AMER CORP,060505104,4198600,140000000
BANK AMER CORP,060505104,167944,5600000
BANK AMER CORP,060505104,62979,2100000
BANK AMER CORP,060505104,9350282,311780000
BANK AMER CORP,060505104,16794,560000
BANK AMER CORP,060505104,4891369,163100000
BANK AMER CORP,060505104,839720,28000000
BANK AMER CORP,060505104,293902,9800000
BANK OF NEW YORK MELLON CORP,064058100,387055,7511249
BANK OF NEW YORK MELLON CORP,064058100,110686,2148000
BANK OF NEW YORK MELLON CORP,064058100,92440,1793915
BANK OF NEW YORK MELLON CORP,064058100,23549,457000
BANK OF NEW YORK MELLON CORP,064058100,39987,776000
BANK OF NEW YORK MELLON CORP,064058100,317445,6160384
BANK OF NEW YORK MELLON CORP,064058100,377148,7319000
BANK OF NEW YORK MELLON CORP,064058100,198620,3854463
BANK OF NEW YORK MELLON CORP,064058100,1547520,30031437
BANK OF NEW YORK MELLON CORP,064058100,110274,2140000
CHARTER COMMUNICATIONS INC N,16119P108,446233,1433819
CHARTER COMMUNICATIONS INC N,16119P108,2112889,6789054
COCA COLA CO,191216100,34744,800000
COCA COLA CO,191216100,3486699,80283200
COCA COLA CO,191216100,79216,1824000
COCA COLA CO,191216100,625878,14411200
COCA COLA CO,191216100,651033,14990400
COCA COLA CO,191216100,12298473,283179200
COCA COLA CO,191216100,154263,3552000
COCA COLA CO,191216100,41693,960000
COSTCO WHSL CORP NEW,22160K105,816536,4333363
DAVITA HEALTHCARE PARTNERS I,23918K108,1322235,20052088
DAVITA HEALTHCARE PARTNERS I,23918K108,1220779,18513482
DELTA AIR LINES INC DEL,247361702,383293,6993123
DELTA AIR LINES INC DEL,247361702,2554488,46606234
GENERAL MTRS CO,37045V100,198883,5472853
GENERAL MTRS CO,37045V100,904401,24887209
GENERAL MTRS CO,37045V100,305341,8402338
GENERAL MTRS CO,37045V100,408374,11237600
GOLDMAN SACHS GROUP INC,38141G104,1102131,4375968
GOLDMAN SACHS GROUP INC,38141G104,1658133,6583551
JOHNSON & JOHNSON,478160104,41918,327100
KRAFT HEINZ CO,500754106,20283793,325634818
LIBERTY MEDIA CORP DELAWARE,531229409,177064,4308117
LIBERTY MEDIA CORP DELAWARE,531229409,320242,7791780
LIBERTY MEDIA CORP DELAWARE,531229409,38362,933391
