Name of Issuer,CUSIP,Value,Shares
LIBERTY MEDIA CORP DELAWARE,531229409,75093,1827072
LIBERTY MEDIA CORP DELAWARE,531229607,292201,7153027
LIBERTY MEDIA CORP DELAWARE,531229607,790852,19359910
LIBERTY MEDIA CORP DELAWARE,531229607,20779,508654
LIBERTY MEDIA CORP DELAWARE,531229607,166235,4069394
M & T BK CORP,55261F104,100661,546000
M & T BK CORP,55261F104,30382,164795
M & T BK CORP,55261F104,861191,4671245
MASTERCARD INC,57636Q104,864372,4934756
MONDELEZ INTL INC,609207105,24120,578000
MOSANTO CO NEW,61166W101,432513,3706513
MOSANTO CO NEW,61166W101,1781112,15263621
MOODYS CORP,615369105,1931395,11973928
MOODYS CORP,615369105,2047841,12695850
PHILLIPS 66,718546104,585304,6102000
PHILLIPS 66,718546104,75009,782000
PHILLIPS 66,718546104,500031,5213000
PHILLIPS 66,718546104,111555,1163000
PHILLIPS 66,718546104,2989241,31163892
PHILLIPS 66,718546104,121435,1266000
PROCTER & GAMBLE CO,742718109,25005,315400
RESTAURANT BRANDS INTL INC,76131D103,480304,8438225
SANOFI,80105N105,8679,216537
SANOFI,80105N105,20430,509742
SANOFI,80105N105,6786,169300
SANOFI,80105N105,112442,2805433
SIRIUS XM HLDGS INC,82968B103,583738,93547788
SIRIUS XM HLDGS INC,82968B103,276856,44367941
SOUTHWEST AIRLS CO,844741108,500,8722
SOUTHWEST AIRLS CO,844741108,2729434,47650734
STORE CAP CORP,862121100,462190,18621674
SYNCHRONY FINL,87165B103,585534,17463000
SYNCHRONY FINL,87165B103,111990,3340000
TEVA PHARMACEUTICAL INDS LTD,881624209,380851,22285000
TEVA PHARMACEUTICAL INDS LTD,881624209,311973,18254710
TORCHMARK CORP,891027104,14687,174489
TORCHMARK CORP,891027104,85171,1011888
TORCHMARK CORP,891027104,121148,1439325
TORCHMARK CORP,891027104,313788,3728025
US BANCORP DEL,902973304,29809,590275
US BANCORP DEL,902973304,155035,3070000
US BANCORP DEL,902973304,1203481,23831300
US BANCORP DEL,902973304,59338,1175000
US BANCORP DEL,902973304,640305,12679300
US BANCORP DEL,902973304,212342,4204800
US BANCORP DEL,902973304,2199378,43552046
US BANCORP DEL,902973304,88123,1745000
U S G CORP,903293405,567298,14035088
U S G CORP,903293405,1009163,24966928
UNITED CONTL HLDGS INC,910047109,110553,1591379
UNITED CONTL HLDGS INC,910047109,393814,5668831
UNITED CONTL HLDGS INC,910047109,1420366,20445753
UNITED PARCEL SERVICE INC,911312106,6217,59400
VERISIGN INC,92343E102,598404,5047264
VERISIGN INC,92343E102,937274,7905481
VERIZON COMMUNICATIONS INC,92343V104,44,928
VERISK ANALYTICS INC,92345Y106,29617,284778
VISA INC,92826C839,38673,323300
VISA INC,92826C839,1224808,10239160
WAL MART STORES INC,931142103,84166,946000
WAL MART STORES INC,931142103,39815,447513
WELLS FARGO & CO NEW,949746101,94338,1800000
WELLS FARGO & CO NEW,949746101,862145,16450000
WELLS FARGO & CO NEW,949746101,277956,5303500
WELLS FARGO & CO NEW,949746101,357062,6812857
WELLS FARGO & CO NEW,949746101,3923089,74853819
WELLS FARGO & CO NEW,949746101,42976,820000
WELLS FARGO & CO NEW,949746101,89097,1700000
WELLS FARGO & CO NEW,949746101,1900135,36255200
WELLS FARGO & CO NEW,949746101,538093,10267000
WELLS FARGO & CO NEW,949746101,2923237,55776330
WELLS FARGO & CO NEW,949746101,12582426,240076818
WELLS FARGO & CO NEW,949746101,146119,2788000
WELLS FARGO & CO NEW,949746101,84365,1609720
WELLS FARGO & CO NEW,949746101,104820,2000000
AXALTA COATING SYS LTD,G0750C108,100352,3324000
AXALTA COATING SYS LTD,G0750C108,603800,20000000
LIBERTY GLOBAL PLC,G5480U104,262346,8379000
LIBERTY GLOBAL PLC,G5480U104,307696,9827408
LIBERTY GLOBAL PLC,G5480U120,223568,7346968
LIBERTY LATIN AMERICA LTD,G9001E102,21194,1089669
LIBERTY LATIN AMERICA LTD,G9001E102,31610,1625185
LIBERTY LATIN AMERICA LTD,G9001E128,24512,1284020
