Name of Issuer,CUSIP,Value,Shares
COCA COLA CO,191216100,42106,960000
COSTCO WHSL CORP NEW,22160K105,905586,4333363
DAVITA HEALTHCARE PARTNERS I,23918K108,1392417,20052088
DAVITA HEALTHCARE PARTNERS I,23918K108,1285576,18513482
DELTA AIR LINES INC DEL,247361702,346439,6993123
DELTA AIR LINES INC DEL,247361702,2807566,56672717
GENERAL MTRS CO,37045V100,270539,6866464
GENERAL MTRS CO,37045V100,980556,24887209
GENERAL MTRS CO,37045V100,331052,8402338
GENERAL MTRS CO,37045V100,442761,11237600
GOLDMAN SACHS GROUP INC,38141G104,965207,4375968
GOLDMAN SACHS GROUP INC,38141G104,1958336,8878522
JOHNSON & JOHNSON,478160104,39690,327100
KRAFT HEINZ CO,500754106,20456379,325634818
LIBERTY MEDIA CORP DELAWARE,531229409,194081,4308117
LIBERTY MEDIA CORP DELAWARE,531229409,351020,7791780
LIBERTY MEDIA CORP DELAWARE,531229409,42049,933391
LIBERTY MEDIA CORP DELAWARE,531229409,82310,1827072
LIBERTY MEDIA CORP DELAWARE,531229607,324461,7153027
LIBERTY MEDIA CORP DELAWARE,531229607,878166,19359910
LIBERTY MEDIA CORP DELAWARE,531229607,23073,508654
LIBERTY MEDIA CORP DELAWARE,531229607,184588,4069394
M & T BK CORP,55261F104,92902,546000
M & T BK CORP,55261F104,28040,164795
M & T BK CORP,55261F104,794812,4671245
MASTERCARD INC,57636Q104,969778,4934756
MONDELEZ INTL INC,609207105,23698,578000
MOODYS CORP,615369105,2042273,11973928
MOODYS CORP,615369105,2165404,12695850
PHILLIPS 66,718546104,87826,782000
PHILLIPS 66,718546104,585472,5213000
PHILLIPS 66,718546104,109445,974493
PHILLIPS 66,718546104,3117728,27760021
PROCTER & GAMBLE CO,742718109,24620,315400
RESTAURANT BRANDS INTL INC,76131D103,508825,8438225
SANOFI,80105N105,8664,216537
SANOFI,80105N105,20395,509742
SANOFI,80105N105,6774,169300
SANOFI,80105N105,112245,2805433
SIRIUS XM HLDGS INC,82968B103,633319,93547788
SIRIUS XM HLDGS INC,82968B103,300371,44367941
SOUTHWEST AIRLS CO,844741108,353947,6956500
SOUTHWEST AIRLS CO,844741108,64859,1274747
SOUTHWEST AIRLS CO,844741108,444,8722
SOUTHWEST AIRLS CO,844741108,2457882,48307430
STORE CAP CORP,862121100,510234,18621674
SYNCHRONY FINL,87165B103,582915,17463000
SYNCHRONY FINL,87165B103,111489,3340000
TEVA PHARMACEUTICAL INDS LTD,881624209,541971,22285000
TEVA PHARMACEUTICAL INDS LTD,881624209,65897,2709585
TEVA PHARMACEUTICAL INDS LTD,881624209,443955,18254710
TORCHMARK CORP,891027104,14205,174489
TORCHMARK CORP,891027104,82378,1011888
TORCHMARK CORP,891027104,117175,1439325
TORCHMARK CORP,891027104,303499,3728025
US BANCORP DEL,902973304,29526,590275
US BANCORP DEL,902973304,153561,3070000
US BANCORP DEL,902973304,1192042,23831300
US BANCORP DEL,902973304,58774,1175000
US BANCORP DEL,902973304,634219,12679300
US BANCORP DEL,902973304,210324,4204800
US BANCORP DEL,902973304,2670978,53398199
US BANCORP DEL,902973304,87285,1745000
U S G CORP,903293405,605193,14035088
U S G CORP,903293405,1076574,24966928
UNITED CONTL HLDGS INC,910047109,110967,1591379
UNITED CONTL HLDGS INC,910047109,395288,5668831
UNITED CONTL HLDGS INC,910047109,1354459,19424332
UNITED PARCEL SERVICE INC,911312106,6310,59400
VERISIGN INC,92343E102,693595,5047264
VERISIGN INC,92343E102,1086371,7905481
VERIZON COMMUNICATIONS INC,92343V104,47,928
VISA INC,92826C839,42821,323300
VISA INC,92826C839,1356177,10239160
WAL MART STORES INC,931142103,81025,946000
WAL MART STORES INC,931142103,38329,447513
WELLS FARGO & CO NEW,949746101,99792,1800000
WELLS FARGO & CO NEW,949746101,911988,16450000
WELLS FARGO & CO NEW,949746101,294026,5303500
WELLS FARGO & CO NEW,949746101,377705,6812857
WELLS FARGO & CO NEW,949746101,4100260,73958519
WELLS FARGO & CO NEW,949746101,45461,820000
WELLS FARGO & CO NEW,949746101,94248,1700000
WELLS FARGO & CO NEW,949746101,1916280,34564930
WELLS FARGO & CO NEW,949746101,569202,10267000
WELLS FARGO & CO NEW,949746101,3092240,55776330
WELLS FARGO & CO NEW,949746101,13203751,238162902
WELLS FARGO & CO NEW,949746101,154567,2788000
WELLS FARGO & CO NEW,949746101,89243,1609720
WELLS FARGO & CO NEW,949746101,110880,2000000
AXALTA COATING SYS LTD,G0750C108,100750,3324000
AXALTA COATING SYS LTD,G0750C108,622778,20546957
AXALTA COATING SYS LTD,G0750C108,11913,393043
LIBERTY GLOBAL PLC,G5480U104,230758,8379000
LIBERTY GLOBAL PLC,G5480U104,308199,11190970
LIBERTY GLOBAL PLC,G5480U104,6087,221030
LIBERTY GLOBAL PLC,G5480U120,195503,7346968
LIBERTY LATIN AMERICA LTD,G9001E102,20834,1089669
LIBERTY LATIN AMERICA LTD,G9001E102,31074,1625185
LIBERTY LATIN AMERICA LTD,G9001E128,24884,1284020
