Name of Issuer,CUSIP,Value,Shares
AMERICAN AIRLS GROUP INC,02376R102,666026,20742000
AMERICAN AIRLS GROUP INC,02376R102,732200,22802854
AMERICAN AIRLS GROUP INC,02376R102,4982,155146
AMERICAN EXPRESS CO,025816109,186078,1952142
AMERICAN EXPRESS CO,025816109,1641925,17225400
AMERICAN EXPRESS CO,025816109,80053,839832
AMERICAN EXPRESS CO,025816109,196083,2057100
AMERICAN EXPRESS CO,025816109,762049,7994634
AMERICAN EXPRESS CO,025816109,11451924,120141879
AMERICAN EXPRESS CO,025816109,133421,1399713
APPLE INC,037833100,111995,710000
APPLE INC,037833100,151430,960000
APPLE INC,037833100,956693,6065000
APPLE INC,037833100,2785215,17657000
APPLE INC,037833100,107421,681000
APPLE INC,037833100,2426948,15385747
APPLE INC,037833100,479214,3038000
APPLE INC,037833100,2151574,13640000
APPLE INC,037833100,29943876,189830582
APPLE INC,037833100,106948,678000
APPLE INC,037833100,148907,944000
BANK AMER CORP,060505104,151782,6160000
BANK AMER CORP,060505104,293216,11900000
BANK AMER CORP,060505104,204697,8307500
BANK AMER CORP,060505104,3449600,140000000
BANK AMER CORP,060505104,754674,30628000
BANK AMER CORP,060505104,51744,2100000
BANK AMER CORP,060505104,7682259,311780000
BANK AMER CORP,060505104,295655,11999000
BANK AMER CORP,060505104,425656,17275000
BANK AMER CORP,060505104,7840894,318218100
BANK AMER CORP,060505104,689920,28000000
BANK AMER CORP,060505104,241472,9800000
BANK OF NEW YORK MELLON CORP,064058100,353554,7511249
BANK OF NEW YORK MELLON CORP,064058100,101106,2148000
BANK OF NEW YORK MELLON CORP,064058100,84440,1793915
BANK OF NEW YORK MELLON CORP,064058100,21511,457000
BANK OF NEW YORK MELLON CORP,064058100,36526,776000
BANK OF NEW YORK MELLON CORP,064058100,305502,6490384
BANK OF NEW YORK MELLON CORP,064058100,344505,7319000
BANK OF NEW YORK MELLON CORP,064058100,181430,3854463
BANK OF NEW YORK MELLON CORP,064058100,2158699,45861457
BANK OF NEW YORK MELLON CORP,064058100,100730,2140000
BANK OF NEW YORK MELLON CORP,064058100,121713,2585782
CHARTER COMMUNICATIONS INC N,16119P108,69659,244445
CHARTER COMMUNICATIONS INC N,16119P108,1934677,6789054
COCA COLA CO,191216100,37880,800000
COCA COLA CO,191216100,3801410,80283200
COCA COLA CO,191216100,86366,1824000
COCA COLA CO,191216100,682370,14411200
COCA COLA CO,191216100,709795,14990400
COCA COLA CO,191216100,13408535,283179200
COCA COLA CO,191216100,168187,3552000
COCA COLA CO,191216100,45456,960000
COSTCO WHSL CORP NEW,22160K105,882749,4333363
DAVITA HEALTHCARE PARTNERS I,23918K108,1031880,20052088
DAVITA HEALTHCARE PARTNERS I,23918K108,952704,18513482
DELTA AIR LINES INC DEL,247361702,348957,6993123
DELTA AIR LINES INC DEL,247361702,2921240,58541877
GENERAL MTRS CO,37045V100,902949,26994000
GENERAL MTRS CO,37045V100,832477,24887209
GENERAL MTRS CO,37045V100,281058,8402338
GENERAL MTRS CO,37045V100,400937,11986149
