Name of Issuer,CUSIP,Value,Shares
GOLDMAN SACHS GROUP INC,38141G104,731005,4375968
GOLDMAN SACHS GROUP INC,38141G104,2334969,13977667
JPMORGAN CHASE & CO,46625H100,89127,913000
JPMORGAN CHASE & CO,46625H100,178557,1829100
JPMORGAN CHASE & CO,46625H100,21135,216500
JPMORGAN CHASE & CO,46625H100,26748,274000
JPMORGAN CHASE & CO,46625H100,169371,1735000
JPMORGAN CHASE & CO,46625H100,4207207,43097794
JPMORGAN CHASE & CO,46625H100,200219,2051000
JOHNSON & JOHNSON,478160104,42212,327100
KRAFT HEINZ CO,500754106,14015323,325634818
LIBERTY MEDIA CORP DELAWARE,531229409,158539,4308117
LIBERTY MEDIA CORP DELAWARE,531229409,286738,7791780
LIBERTY MEDIA CORP DELAWARE,531229409,34349,933391
LIBERTY MEDIA CORP DELAWARE,531229409,67236,1827072
LIBERTY MEDIA CORP DELAWARE,531229607,264519,7153027
LIBERTY MEDIA CORP DELAWARE,531229607,715929,19359910
LIBERTY MEDIA CORP DELAWARE,531229607,18810,508654
LIBERTY MEDIA CORP DELAWARE,531229607,150486,4069394
M & T BK CORP,55261F104,78149,546000
M & T BK CORP,55261F104,23587,164795
M & T BK CORP,55261F104,668595,4671245
MASTERCARD INC,57636Q104,930942,4934756
MONDELEZ INTL INC,609207105,23137,578000
MOODYS CORP,615369105,1676829,11973928
MOODYS CORP,615369105,1777927,12695850
PNC FINL SVCS GROUP INC,693475105,161254,1379300
PNC FINL SVCS GROUP INC,693475105,24843,212500
PNC FINL SVCS GROUP INC,693475105,203716,1742500
PNC FINL SVCS GROUP INC,693475105,565933,4840762
PNC FINL SVCS GROUP INC,693475105,10288,88000
PHILLIPS 66,718546104,269028,3122790
PHILLIPS 66,718546104,755798,8773052
PROCTER & GAMBLE CO,742718109,28992,315400
RED HAT INC,756577102,733436,4175792
RESTAURANT BRANDS INTL INC,76131D103,441319,8438225
SIRIUS XM HLDGS INC,82968B103,534158,93547788
SIRIUS XM HLDGS INC,82968B103,253341,44367941
SOUTHWEST AIRLS CO,844741108,323338,6956500
SOUTHWEST AIRLS CO,844741108,48095,1034747
SOUTHWEST AIRLS CO,844741108,405,8722
SOUTHWEST AIRLS CO,844741108,2177469,46847430
STORE CAP CORP,862121100,527180,18621674
SUNCOR ENERGY INC NEW,867224107,300901,10758000
SYNCHRONY FINL,87165B103,409682,17463000
SYNCHRONY FINL,87165B103,78356,3340000
TEVA PHARMACEUTICAL INDS LTD,881624209,343635,22285000
TEVA PHARMACEUTICAL INDS LTD,881624209,41782,2709585
TEVA PHARMACEUTICAL INDS LTD,881624209,281488,18254710
TORCHMARK CORP,891027104,13005,174489
TORCHMARK CORP,891027104,75416,1011888
TORCHMARK CORP,891027104,107273,1439325
TORCHMARK CORP,891027104,277850,3728025
TRAVELERS COMPANIES INC,89417E109,189325,1581000
TRAVELERS COMPANIES INC,89417E109,186211,1555000
TRAVELERS COMPANIES INC,89417E109,337981,2822391
US BANCORP DEL,902973304,26976,590275
US BANCORP DEL,902973304,175945,3850000
US BANCORP DEL,902973304,221211,4840500
US BANCORP DEL,902973304,1110844,24307300
US BANCORP DEL,902973304,53698,1175000
US BANCORP DEL,902973304,579444,12679300
US BANCORP DEL,902973304,192159,4204800
US BANCORP DEL,902973304,173157,3789000
US BANCORP DEL,902973304,3296234,72127656
US BANCORP DEL,902973304,79747,1745000
U S G CORP,903293405,598737,14035088
U S G CORP,903293405,1065089,24966928
UNITED CONTL HLDGS INC,910047109,474651,5668831
UNITED CONTL HLDGS INC,910047109,1362271,16269811
UNITED PARCEL SERVICE INC,911312106,5793,59400
VERISIGN INC,92343E102,748459,5047264
VERISIGN INC,92343E102,1172304,7905481
VERIZON COMMUNICATIONS INC,92343V104,52,928
VISA INC,92826C839,42656,323300
VISA INC,92826C839,1350955,10239160
WELLS FARGO & CO NEW,949746101,82944,1800000
WELLS FARGO & CO NEW,949746101,598870,12996300
WELLS FARGO & CO NEW,949746101,244385,5303500
WELLS FARGO & CO NEW,949746101,313936,6812857
WELLS FARGO & CO NEW,949746101,3349339,72685319
WELLS FARGO & CO NEW,949746101,37786,820000
WELLS FARGO & CO NEW,949746101,78336,1700000
WELLS FARGO & CO NEW,949746101,1255215,27239900
WELLS FARGO & CO NEW,949746101,473103,10267000
WELLS FARGO & CO NEW,949746101,2413642,52379379
WELLS FARGO & CO NEW,949746101,10523148,228366927
WELLS FARGO & CO NEW,949746101,128471,2788000
WELLS FARGO & CO NEW,949746101,74176,1609720
WELLS FARGO & CO NEW,949746101,92160,2000000
AXALTA COATING SYS LTD,G0750C108,77848,3324000
AXALTA COATING SYS LTD,G0750C108,481210,20546957
AXALTA COATING SYS LTD,G0750C108,9205,393043
LIBERTY GLOBAL PLC,G5480U104,178808,8379000
LIBERTY GLOBAL PLC,G5480U104,238815,11190970
LIBERTY GLOBAL PLC,G5480U104,4717,221030
LIBERTY GLOBAL PLC,G5480U120,151641,7346968
STONECO LTD,G85158106,261235,14166748
LIBERTY LATIN AMERICA LTD,G9001E102,15778,1089669
LIBERTY LATIN AMERICA LTD,G9001E102,23533,1625185
LIBERTY LATIN AMERICA LTD,G9001E128,18708,1284020
