Name of Issuer,CUSIP,Value,Shares
AMERICAN AIRLS GROUP INC,02376R102,1032528,21742000
AMERICAN AIRLS GROUP INC,02376R102,1115930,23498200
AMERICAN AIRLS GROUP INC,02376R102,83573,1759800
AMERICAN EXPRESS CO,025816109,176591,1952142
AMERICAN EXPRESS CO,025816109,1558210,17225400
AMERICAN EXPRESS CO,025816109,75971,839832
AMERICAN EXPRESS CO,025816109,186085,2057100
AMERICAN EXPRESS CO,025816109,723195,7994634
AMERICAN EXPRESS CO,025816109,10868034,120141879
AMERICAN EXPRESS CO,025816109,126618,1399713
APPLE INC,037833100,109425,710000
APPLE INC,037833100,147955,960000
APPLE INC,037833100,2150128,13951000
APPLE INC,037833100,104956,681000
APPLE INC,037833100,2371251,15385747
APPLE INC,037833100,468217,3038000
APPLE INC,037833100,1842967,11958000
APPLE INC,037833100,13221498,85787035
APPLE INC,037833100,104493,678000
APPLE INC,037833100,145489,944000
BANK AMER CORP,060505104,156094,6160000
BANK AMER CORP,060505104,301546,11900000
BANK AMER CORP,060505104,3547600,140000000
BANK AMER CORP,060505104,141904,5600000
BANK AMER CORP,060505104,53214,2100000
BANK AMER CORP,060505104,7900505,311780000
BANK AMER CORP,060505104,14190,560000
BANK AMER CORP,060505104,4132954,163100000
BANK AMER CORP,060505104,709520,28000000
BANK AMER CORP,060505104,248332,9800000
BANK OF NEW YORK MELLON CORP,064058100,398246,7511249
BANK OF NEW YORK MELLON CORP,064058100,113887,2148000
BANK OF NEW YORK MELLON CORP,064058100,95113,1793915
BANK OF NEW YORK MELLON CORP,064058100,24230,457000
BANK OF NEW YORK MELLON CORP,064058100,41144,776000
BANK OF NEW YORK MELLON CORP,064058100,326624,6160384
BANK OF NEW YORK MELLON CORP,064058100,388053,7319000
BANK OF NEW YORK MELLON CORP,064058100,1162413,21924040
BANK OF NEW YORK MELLON CORP,064058100,113463,2140000
CHARTER COMMUNICATIONS INC N,16119P108,617936,1700337
CHARTER COMMUNICATIONS INC N,16119P108,2467278,6789054
COCA COLA CO,191216100,36008,800000
COCA COLA CO,191216100,3613547,80283200
COCA COLA CO,191216100,82098,1824000
COCA COLA CO,191216100,648648,14411200
COCA COLA CO,191216100,674718,14990400
COCA COLA CO,191216100,12745896,283179200
COCA COLA CO,191216100,159876,3552000
COCA COLA CO,191216100,43210,960000
COSTCO WHSL CORP NEW,22160K105,711928,4333363
DAVITA HEALTHCARE PARTNERS I,23918K108,1190894,20052088
DAVITA HEALTHCARE PARTNERS I,23918K108,1099516,18513482
DELTA AIR LINES INC DEL,247361702,337208,6993123
DELTA AIR LINES INC DEL,247361702,2223775,46117272
GENERAL MTRS CO,37045V100,624794,15472853
GENERAL MTRS CO,37045V100,1004945,24887209
GENERAL MTRS CO,37045V100,339286,8402338
GENERAL MTRS CO,37045V100,453774,11237600
GOLDMAN SACHS GROUP INC,38141G104,1037936,4375968
GOLDMAN SACHS GROUP INC,38141G104,1561552,6583551
GRAHAM HLDGS CO,384637104,28181,48165
GRAHAM HLDGS CO,384637104,34761,59410
INTERNATIONAL BUSINESS MACHS,459200101,5371833,37026698
JOHNSON & JOHNSON,478160104,42526,327100
KRAFT HEINZ CO,500754106,25252980,325634818
LIBERTY MEDIA CORP DELAWARE,531229409,180510,4308117
LIBERTY MEDIA CORP DELAWARE,531229409,326476,7791780
LIBERTY MEDIA CORP DELAWARE,531229409,39109,933391
LIBERTY MEDIA CORP DELAWARE,531229409,76554,1827072
LIBERTY MEDIA CORP DELAWARE,531229607,299497,7153027
LIBERTY MEDIA CORP DELAWARE,531229607,810599,19359910
LIBERTY MEDIA CORP DELAWARE,531229607,21297,508654
LIBERTY MEDIA CORP DELAWARE,531229607,170386,4069394
M & T BK CORP,55261F104,87928,546000
M & T BK CORP,55261F104,26539,164795
M & T BK CORP,55261F104,752257,4671245
MASTERCARD INC,57636Q104,696788,4934756
MONDELEZ INTL INC,609207105,23501,578000
MOSANTO CO NEW,61166W101,393609,3285000
MOSANTO CO NEW,61166W101,669610,5588469
MOODYS CORP,615369105,1666891,11973928
MOODYS CORP,615369105,1767389,12695850
PHILLIPS 66,718546104,559004,6102000
PHILLIPS 66,718546104,71639,782000
PHILLIPS 66,718546104,477563,5213000
PHILLIPS 66,718546104,106542,1163000
PHILLIPS 66,718546104,6061274,66163892
PHILLIPS 66,718546104,115978,1266000
PROCTER & GAMBLE CO,742718109,28695,315400
RESTAURANT BRANDS INTL INC,76131D103,539034,8438225
SANOFI,80105N105,20982,421400
SANOFI,80105N105,25380,509742
SANOFI,80105N105,8429,169300
SANOFI,80105N105,139683,2805433
SIRIUS XM HLDGS INC,82968B103,516384,93547788
SIRIUS XM HLDGS INC,82968B103,244911,44367941
SOUTHWEST AIRLS CO,844741108,488,8722
SOUTHWEST AIRLS CO,844741108,2667488,47650734
STORE CAP CORP,862121100,463121,18621674
SYNCHRONY FINL,87165B103,542226,17463000
SYNCHRONY FINL,87165B103,103707,3340000
TORCHMARK CORP,891027104,13975,174489
TORCHMARK CORP,891027104,81042,1011888
