Name of Issuer,CUSIP,Value,Shares
AMERICAN EXPRESS CO,025816109,170891,1952142
AMERICAN EXPRESS CO,025816109,1507912,17225400
AMERICAN EXPRESS CO,025816109,73519,839832
AMERICAN EXPRESS CO,025816109,170099,1943100
AMERICAN EXPRESS CO,025816109,699850,7994634
AMERICAN EXPRESS CO,025816109,10527200,120255879
AMERICAN EXPRESS CO,025816109,122531,1399713
BANK OF NEW YORK MELLON CORP,064058100,287171,7414700
BANK OF NEW YORK MELLON CORP,064058100,69478,1793915
BANK OF NEW YORK MELLON CORP,064058100,308390,7962567
BANK OF NEW YORK MELLON CORP,064058100,21302,550021
BANK OF NEW YORK MELLON CORP,064058100,219072,5656400
CHARTER COMMUNICATIONS INC D,16117M305,237078,1566215
CHARTER COMMUNICATIONS INC D,16117M305,512218,3383881
CHICAGO BRIDGE & IRON CO N V,167250109,244888,4233151
CHICAGO BRIDGE & IRON CO N V,167250109,374171,6467959
COCA COLA CO,191216100,34128,800000
COCA COLA CO,191216100,3424881,80283200
COCA COLA CO,191216100,77812,1824000
COCA COLA CO,191216100,614782,14411200
COCA COLA CO,191216100,779757,18278400
COCA COLA CO,191216100,11940159,279891200
COCA COLA CO,191216100,151528,3552000
COCA COLA CO,191216100,40954,960000
CONOCOPHILLIPS,20825C104,36117,471994
COSTCO WHSL CORP NEW,22160K105,543057,4333363
DAVITA HEALTHCARE PARTNERS I,23918K108,1397535,19107670
DAVITA HEALTHCARE PARTNERS I,23918K108,1354076,18513482
DIRECTV,25490A309,530561,6132231
DIRECTV,25490A309,1427580,16500000
DIRECTV,25490A309,599287,6926575
DIRECTV,25490A309,38172,441194
EXPRESS SCRIPTS HLDG CO,30219G108,31747,449489
EXXON MOBIL CORP,30231G102,997626,10607400
EXXON MOBIL CORP,30231G102,259644,2760700
EXXON MOBIL CORP,30231G102,2610973,27761543
GENERAL ELECTRIC CO,369604103,15088,588900
GENERAL ELECTRIC CO,369604103,13720,535532
GENERAL ELECTRIC CO,369604103,128056,4998302
GENERAL ELECTRIC CO,369604103,915,35702
GENERAL ELECTRIC CO,369604103,108848,4248556
GENERAL ELECTRIC CO,369604103,4573,178510
GENERAL MTRS CO,37045V100,359486,11255056
GENERAL MTRS CO,37045V100,693258,21705000
GENERAL MTRS CO,37045V100,185327,5802344
GENERAL MTRS CO,37045V100,39529,1237600
GOLDMAN SACHS GROUP INC,38141G104,306931,1672012
GOLDMAN SACHS GROUP INC,38141G104,803296,4375968
GOLDMAN SACHS GROUP INC,38141G104,1208542,6583551
GRAHAM HLDGS CO,384637104,33696,48165
GRAHAM HLDGS CO,384637104,41563,59410
INTERNATIONAL BUSINESS MACHS,459200101,16037,84480
INTERNATIONAL BUSINESS MACHS,459200101,113440,597588
INTERNATIONAL BUSINESS MACHS,459200101,90131,474800
INTERNATIONAL BUSINESS MACHS,459200101,44249,233100
INTERNATIONAL BUSINESS MACHS,459200101,13114983,69088044
JOHNSON & JOHNSON,478160104,34866,327100
KRAFT FOODS GROUP INC,50076Q106,10866,192666
LEE ENTERPRISES INC,523768109,300,88863
LIBERTY MEDIA CORP DELAWARE,531229102,62388,1322340
LIBERTY MEDIA CORP DELAWARE,531229102,126332,2677660
LIBERTY MEDIA CORP DELAWARE,531229300,124274,2644680
LIBERTY MEDIA CORP DELAWARE,531229300,251646,5355320
M & T BK CORP,55261F104,67316,546000
M & T BK CORP,55261F104,20318,164795
M & T BK CORP,55261F104,575918,4671245
MASTERCARD INC,57636Q104,348562,4715400
MEDIA GEN INC,584404107,60912,4646220
MONDELEZ INTL INC,609207105,19805,578000
MOODYS CORP,615369105,1131536,11973928
MOODYS CORP,615369105,1199758,12695850
NATIONAL OILWELL VARCO INC,637071101,177555,2333178
NATIONAL OILWELL VARCO INC,637071101,308143,4049182
NOW INC,67011P100,20061,659694
NOW INC,67011P100,35454,1165875
PHILLIPS 66,718546104,504317,6202400
PRECISION CASTPARTS CORP,740189105,256783,1084021
PRECISION CASTPARTS CORP,740189105,236454,998201
PROCTER & GAMBLE CO,742718109,26412,315400
PROCTER & GAMBLE CO,742718109,1698247,20280000
PROCTER & GAMBLE CO,742718109,130634,1560000
PROCTER & GAMBLE CO,742718109,522538,6240000
PROCTER & GAMBLE CO,742718109,522538,6240000
PROCTER & GAMBLE CO,742718109,1455207,17377678
PROCTER & GAMBLE CO,742718109,65317,780000
SANOFI,80105N105,23780,421400
SANOFI,80105N105,28765,509742
SANOFI,80105N105,9554,169300
SANOFI,80105N105,158311,2805433
SUNCOR ENERGY INC NEW,867224107,125019,3458330
SUNCOR ENERGY INC NEW,867224107,469950,13000000
SUNCOR ENERGY INC NEW,867224107,73001,2019400
TORCHMARK CORP,891027104,9138,174489
TORCHMARK CORP,891027104,52993,1011888
TORCHMARK CORP,891027104,75377,1439325
TORCHMARK CORP,891027104,195237,3728025
US BANCORP DEL,902973304,24691,590275
US BANCORP DEL,902973304,128418,3070000
US BANCORP DEL,902973304,990572,23680896
US BANCORP DEL,902973304,530375,12679300
US BANCORP DEL,902973304,175887,4204800
US BANCORP DEL,902973304,127582,3050000
US BANCORP DEL,902973304,1299835,31074226
US BANCORP DEL,902973304,72993,1745000
U S G CORP,903293405,385825,14035088
U S G CORP,903293405,686341,24966928
UNITED PARCEL SERVICE INC,911312106,5838,59400
VERISIGN INC,92343E102,278205,5047264
VERISIGN INC,92343E102,437528,7937736
VERIZON COMMUNICATIONS INC,92343V104,674247,13487628
VERIZON COMMUNICATIONS INC,92343V104,75650,1513300
VERISK ANALYTICS INC,92345Y106,95197,1563434
VIACOM INC NEW,92553P201,304221,3954000
VIACOM INC NEW,92553P201,288848,3754200
VISA INC,92826C839,457954,2146290
WABCO HLDGS INC,92927K102,221339,2433632
WABCO HLDGS INC,92927K102,149403,1642693
WAL MART STORES INC,931142103,23400,306000
WAL MART STORES INC,931142103,130764,1710000
WAL MART STORES INC,931142103,2256,29500
WAL MART STORES INC,931142103,321174,4200000
WAL MART STORES INC,931142103,117293,1533840
WAL MART STORES INC,931142103,19576,256000
WAL MART STORES INC,931142103,72341,946000
WAL MART STORES INC,931142103,136805,1789000
WAL MART STORES INC,931142103,350844,4588000
WAL MART STORES INC,931142103,3363223,43980953
WAL MART STORES INC,931142103,40911,535000
WAL MART STORES INC,931142103,39076,511000
WELLS FARGO & CO NEW,949746101,316380,6099470
WELLS FARGO & CO NEW,949746101,853262,16450000
WELLS FARGO & CO NEW,949746101,275093,5303500
WELLS FARGO & CO NEW,949746101,353383,6812857
WELLS FARGO & CO NEW,949746101,3882668,74853819
WELLS FARGO & CO NEW,949746101,42533,820000
WELLS FARGO & CO NEW,949746101,88179,1700000
WELLS FARGO & CO NEW,949746101,1870909,36069200
